,tweet,id,lang,score,topic
23503,"<MENTION> <MENTION> <MENTION> <MENTION> Much to tackle , local sustainable mixed diet and mixed farming will help , nature will find away to limit us if we don’t do it ourselves.",1.5108805313654374e+18,en,0.5828421115875244,We should subsidize green nutrition
12805,"<MENTION> Food production needs to be under better control in order to decrease food waste and green house gas emissions. It is also unsustainable as food security is a growing threat.
#NUTR0800522",1.5110376187331625e+18,en,0.5823304057121277,We should subsidize green nutrition
19870,<MENTION> I think we all need to vote Green. They are the only party with the courage to upend the political system and put people and planet before profit. GDP is worth nothing if we have pollution and water and food shortages. <MENTION> <MENTION> should work together #Change,1.511278208292995e+18,en,0.581139326095581,We should subsidize green nutrition
19807,<MENTION> lol all those green grids are where our food is grown!,1.5113682261390828e+18,en,0.5795440673828125,We should subsidize green nutrition
23626,<MENTION> Our house is on a green bean diet always,1.5115461014505062e+18,en,0.5788006782531738,We should subsidize green nutrition
2281,"<MENTION> <MENTION> All kinds of plans to subsidize corporations interested in green innovation, but when you do it, do you include enforceable measures to limit executive compensation and insider greed? It's our money. <MENTION> <MENTION> <MENTION>",1.5109983918949908e+18,en,0.5776962041854858,We should subsidize green nutrition
19668,"With the way climate change is going the basic systems (food, water, power, etc) are going to become much more fragile, especially in rural communities 

Our governments seem content on investing less and less to keep them going vs pushing expensive, impractical green solutions",1.511505003374166e+18,en,0.576815664768219,We should subsidize green nutrition
20152,<MENTION> <MENTION> <MENTION> <MENTION> There's nothing wrong with what to do a little bit of green stuff but it really gets in the way of people actually being able to survive put food on the table and buy medicine you have to slow it down some,1.5108912859258348e+18,en,0.575124979019165,We should subsidize green nutrition
13740,"<MENTION> <MENTION> <MENTION> In order to keep feeding everyone we can’t remove entire food groups. And something will need to be less expensive. So I suggest to put subsidies on plant based and remove them from animal ag, then ppl will eat more plant based 🤷🏻‍♂️",1.5117896879579668e+18,en,0.5737118721008301,We should subsidize green nutrition
2296,. <MENTION> please subsidize green grapes,1.509700711998763e+18,en,0.572842001914978,We should subsidize green nutrition
12154,"<MENTION> We take our food production for granted. But with yet another California drought, farmers will no doubt be restricted from drawing too much water for crops — so California's golf courses, city parks — and Gov. Newsom's estate — can remain green.",1.5118561262744044e+18,en,0.5725735425949097,We should subsidize green nutrition
14161,"<MENTION> Thanks for the great thread, <MENTION> At risk of being very pedantic, the report actually said a move towards plant-based diets *where appropriate*, which is key when it comes to balancing the environmental need with nutrition needs, especially in LMICs.",1.511614650164646e+18,en,0.5716291666030884,We should subsidize green nutrition
19478,<MENTION> Going green based on the Climate Change Hoax means GMO Health screwing fake food!!,1.5118195621232517e+18,en,0.5715197324752808,We should subsidize green nutrition
5196,"<MENTION> <MENTION> Green taxes go into subsidizing development and production of green energy solutions.

If we were on 100% renewables, our electricity prices would not have needed to go up. We need to move into self-sufficient green energy as soon as possible,",1.5099543184091218e+18,en,0.5700336694717407,We should subsidize green nutrition
19528,"<MENTION> <MENTION> <MENTION> <MENTION> If we implement “real green change fast” (whatever that means) without preserving energy and food security, mortality rates will not just go up, they will skyrocket. The transformation to a “greener world” is wickedly difficult. But not impossible.",1.5117466594909757e+18,en,0.5697285532951355,We should subsidize green nutrition
5128,<MENTION> <MENTION> <MENTION> No because of green taxes and cutting down on production.,1.510531769489105e+18,en,0.5683615207672119,We should subsidize green nutrition
4473,<MENTION> <MENTION> <MENTION> The Green Party should be pledging to move the public sector over to veganism and introduce taxes to discourage animal agriculture and meat/dairy consumption.,1.509175596563284e+18,en,0.5674726963043213,We should subsidize green nutrition
5986,"<MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> 1) I'm against all subsidies.
2) I've never seen evidence that carbon taxes fund green energy (not that I think it would be a good idea anyway).",1.5101044790849126e+18,en,0.5671690106391907,We should subsidize green nutrition
16294,"<MENTION> Never ignore your health. Adopt pure vegetarian diet including green vegetables and fruits
#WorldHealthDay",1.5119407853271982e+18,en,0.5664177536964417,We should subsidize green nutrition
12716,<MENTION> apparently it's been long enough since the Green Revolution that people are forgetting what the developing world's food production looked like before it,1.5111808784535634e+18,en,0.5661272406578064,We should subsidize green nutrition
19798,"Are you interested in protecting the environment? Do you practise green living in some way perhaps via veganism, cutting down on food waster or taking  part in campaigns? I would love you to share your story about this for my award-winning blog #environment #greenliving #veganism",1.511377632033747e+18,en,0.5652638673782349,We should subsidize green nutrition
19452,<MENTION> <MENTION> <MENTION> I agree with everything you have stated. I am a farmer and Labor uses us to satisfy the green vote while putting mining ahead. Food will get alot more expensive under Labor. Just need to look at legislation and what they want to bring in.,1.5118664053855683e+18,en,0.5648905038833618,We should subsidize green nutrition
19409,"<MENTION> <MENTION> <MENTION> With your Green credentials, can you advise on the source food miles of this spread? Mango, kiwi fruit etc are hardly local.",1.511964334452314e+18,en,0.5646152496337891,We should subsidize green nutrition
19876,"Why are we forced to buy food in so much packaging?

I'd be absolutely fine buying all my fruit and vegetables loose and I'd say most others would be the same.

Gov and Green Party won't take on the source of the pollution because it's big business, rather punish end users.",1.5112651226096763e+18,en,0.5640643835067749,We should subsidize green nutrition
17765,"<MENTION> I have a better idea, let’s stop playing games with food and water and give people the things to be healthy. Not just if you have enough to afford the organic stuff which used to be just called food.",1.511923576164782e+18,en,0.5633618831634521,We should subsidize green nutrition
15676,"<MENTION> <MENTION> Not only their interests, but there beliefs. Look at the new NY Mayor, vegetarian or vegan that is trying to make everyone else live his life. 

That is what the Greens are doing here.  Stated when they can drive gas prices over 5€ p ltr, ppl can't drive. They believe in this.",1.5109227947664097e+18,en,0.5627419352531433,We should subsidize green nutrition
16598,<MENTION> Sir always eat green vegetables and fruits. wow !😎,1.5116301479499817e+18,en,0.5611673593521118,We should subsidize green nutrition
2278,"<MENTION> <MENTION> ""25%of my energy bill goes to subsidize green energy companies""

No, it doesn't.",1.5112730513500938e+18,en,0.5602267384529114,We should subsidize green nutrition
30242,"<MENTION> Vote with your wallet, write to the companies who need to change methods, have a more plant based diet with local produce. These all help and put us in some control. But ultimately it needs a louder voice for these industries to change.",1.511446932463313e+18,en,0.5593302249908447,We should subsidize green nutrition
23494,"<MENTION> I think we can't recommend a sustainable diet without importing foods. Importation of foods increases CO2 emissions and most countries can't live off their own land. 

#NUTR0800522",1.5110377810148884e+18,en,0.5572920441627502,We should subsidize green nutrition
12850,"""A healthy food system...would be fair and just policy...that promotes...production and distribution of nutrient-dense food by small-scale farming...[and] easy access to those foods by people, regardless of their so-called race, income or zip code."" - Malik Yakini #granteepartner",1.5110145317236285e+18,en,0.5572800636291504,We should subsidize green nutrition
